STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT
725030,14732, 20140210,   25.9,24,   13.2,24, 1019.3,21, 1017.6,24,   8.5,24,  12.4,24,  19.0,  25.1,28.9,21, 0.10G,7.1,101000
725030,14732, 20140211,   22.6,24,    4.8,24, 1026.6,24, 1025.6,24,  10.0,24,  11.3,24,  15.9,  20.0,28.9,18, 0.00G,5.9,000000
725030,14732, 20140212,   19.0,24,    2.7,24, 1032.7,24, 1031.7,24,  10.0,24,   9.2,24,  15.9, 999.9,26.1,14, 0.00G,5.9,000000
725030,14732, 20140213,   28.7,24,   23.3,24, 1012.3,11, 1013.5,24,   4.0,24,  15.8,24,  28.9,  36.9,36,14, 0.18G,13,111000
725030,14732, 20140214,   35.4,24,   26.2,24,  993.5,19,  989.8,24,   7.0,24,  16.4,24,  27.0,  34.0,39.9,24.1, 1.75G,9.8,111010
725030,14732, 20140215,   34.5,24,   24.4,24, 1006.4,23, 1005.2,24,   6.7,24,   9.7,24,  20.0,  27.0,   39.0*,  30.2*, 0.25G,11.8,101000
725030,14732, 20140216,   27.2,24,   12.4,24, 1011.0,24, 1009.5,24,   9.2,24,  14.0,24,  21.0,  32.1,37,21.9, 0.05G,11,001000
725030,14732, 20140217,   24.4,24,    4.7,24, 1023.9,24, 1022.9,24,  10.0,24,  11.2,24,  17.1,  28.9,33.1,19, 0.00G,9.1,000000
725030,14732, 20140218,   30.6,24,   16.7,24, 1022.1,20, 1020.2,23,   7.3,24,   7.2,24,  22.0,  28.0,39.9,19, 0.05G,9.8,101000
725030,14732, 20140219,   36.4,24,   26.7,24, 1014.8,21, 1013.0,24,   7.0,24,   5.3,24,  14.0,  20.0,45,25, 0.10G,7.1,010000
725030,14732, 20140220,   42.5,24,   27.0,24, 1019.2,24, 1018.2,24,   9.6,24,   8.1,24,  18.1,  24.1,50,28, 0.25G,5.1,010000
725030,14732, 20140221,   37.1,24,   33.6,24, 1013.4,18, 1012.3,24,   2.3,24,   8.2,24,  15.9,  28.9,   46.9*,  33.8*, 0.02G,3.9,110000
725030,14732, 20140222,   45.5,24,   25.2,24, 1014.6,24, 1013.6,24,  10.0,24,   9.4,24,  19.0,  27.0,55,34, 0.11G,1.2,000000
725030,14732, 20140223,   48.0,24,   25.3,24, 1015.0,24, 1013.9,24,  10.0,24,   5.2,24,   9.9, 999.9,55,37.9, 0.00G,1.2,000000
725030,14732, 20140224,   40.0,24,   17.5,24, 1011.4,24, 1010.4,24,  10.0,24,  13.2,24,  21.0,  28.9,54,33.1, 0.00G,999.9,010000
725030,14732, 20140225,   28.7,24,    9.0,24, 1016.9,24, 1015.9,24,  10.0,24,  12.9,24,  20.0,  29.9,44.1,24.1, 0.00G,999.9,000000
725030,14732, 20140226,   28.0,24,    9.6,24, 1013.0,22, 1012.1,24,   8.9,24,   9.2,24,  19.0,  31.1,33.1,24.1, 0.00G,999.9,001000
725030,14732, 20140227,   24.7,24,    0.3,24, 1008.1,24, 1007.2,24,   9.9,24,   9.6,24,  28.0,  35.9,33.1,19, 0.01G,999.9,001000
725030,14732, 20140228,   17.3,24,   -6.1,24, 1023.6,24, 1022.6,24,  10.0,24,  13.3,24,  28.0,  29.9,33.1,10, 0.00G,999.9,000000
725030,14732, 20140301,   26.6,24,    3.9,24, 1028.2,24, 1027.2,24,  10.0,24,   5.6,24,  11.1,  14.0,37.9,10, 0.00G,999.9,000000
725030,14732, 20140302,   36.6,24,   18.5,24, 1018.9,24, 1017.9,24,  10.0,24,   6.0,24,   8.9, 999.9,39,21, 0.00G,999.9,000000
725030,14732, 20140303,   25.9,24,    8.5,24, 1019.8,23, 1018.4,24,   8.7,24,  10.6,24,  15.9,  20.0,39,19.9, 0.01G,999.9,001000
725030,14732, 20140304,   20.3,24,   -0.3,24, 1027.4,24, 1026.3,24,  10.0,24,   6.4,24,  14.0, 999.9,32,12.9, 0.00I,999.9,000000
725030,14732, 20140305,   30.6,24,    6.7,24, 1024.4,24, 1023.4,24,  10.0,24,   5.1,24,   9.9, 999.9,37,12.9, 0.00G,999.9,000000
725030,14732, 20140306,   24.2,24,    3.2,24, 1033.5,24, 1032.5,24,  10.0,24,  10.2,24,  15.9,  22.0,37,16, 0.00G,999.9,000000
725030,14732, 20140307,   29.2,24,   16.1,24, 1027.9,21, 1026.4,24,  10.0,24,  10.2,24,  15.9, 999.9,36,16, 0.00G,999.9,000000
725030,14732, 20140308,   41.6,24,   26.9,24, 1011.6,24, 1010.6,24,  10.0,24,   7.3,24,  14.0,  19.0,55.9,26.1, 0.00G,999.9,000000
725030,14732, 20140309,   41.4,24,   19.6,24, 1013.7,24, 1012.6,24,   9.8,24,  11.3,24,  17.1,  21.0,55.9,35.1, 0.00G,999.9,000000
725030,14732, 20140310,   41.9,24,   17.4,24, 1010.2,24, 1009.4,24,   9.8,24,   8.7,24,  13.0,  15.9,51.1,35.1, 0.00G,999.9,011000
725030,14732, 20140311,   52.3,24,   29.7,24, 1002.9,24, 1001.9,24,  10.0,24,   7.0,24,  14.0,  18.1,64.9,37, 0.00G,999.9,000000
725030,14732, 20140312,   48.1,24,   35.4,24,  998.5,23,  997.0,24,   8.5,24,   7.4,24,  15.9,  24.1,64.9,39, 0.00G,999.9,010000
725030,14732, 20140313,   28.8,24,   14.0,24, 1000.3,21,  996.1,24,   9.0,24,  20.9,24,  28.0,  38.1,54,19, 0.35G,999.9,010000
725030,14732, 20140314,   29.7,24,    4.7,24, 1019.7,24, 1018.7,24,  10.0,24,  12.9,24,  22.9,  31.1,44.1,19, 0.00G,999.9,000000
725030,14732, 20140315,   47.9,24,   24.7,24, 1010.2,24, 1009.1,24,  10.0,24,  11.1,24,  21.0,  32.1,   57.9*,  39.0*, 0.00G,999.9,010000
725030,14732, 20140316,   37.7,24,   12.3,24, 1019.1,24, 1018.1,24,  10.0,24,  14.2,24,  20.0,  29.9,57.9,30, 0.00G,999.9,000000
725030,14732, 20140317,   28.3,24,    3.2,24, 1019.2,24, 1018.2,24,  10.0,24,   9.3,24,  15.0,  22.0,33.1,23, 0.00G,999.9,000000
725030,14732, 20140318,   32.1,24,    9.5,24, 1022.8,24, 1021.8,24,  10.0,24,   9.4,24,  19.0, 999.9,41,23, 0.00G,999.9,000000
725030,14732, 20140319,   35.8,24,   26.0,24, 1024.2,21, 1022.9,24,   9.8,24,   9.4,24,  14.0,  19.0,45,27, 0.00G,999.9,010000
725030,14732, 20140320,   45.3,24,   32.9,24, 1008.6,21, 1007.8,24,   7.2,24,  11.4,24,  22.0,  28.9,53.1,30.9, 0.99G,999.9,010000
725030,14732, 20140321,   43.7,24,   18.2,24, 1014.0,24, 1013.0,24,  10.0,24,  14.1,24,  22.0,  31.1,53.1,39, 0.00G,999.9,000000
725030,14732, 20140322,   48.4,24,   25.2,24, 1012.7,24, 1011.6,24,  10.0,24,   9.7,24,  20.0,  33.0,63,37, 0.00G,999.9,000000
725030,14732, 20140323,   41.5,24,   19.1,24, 1016.0,24, 1015.0,24,  10.0,24,  11.0,24,  19.0,  24.1,63,35.1, 0.00G,999.9,000000
725030,14732, 20140324,   28.1,24,    4.2,24, 1021.3,24, 1020.3,24,  10.0,24,  12.8,24,  19.0,  27.0,42.1,21.9, 0.00G,999.9,000000
725030,14732, 20140325,   31.6,24,    5.9,24, 1019.2,24, 1018.3,24,  10.0,24,   7.5,24,  15.9,  20.0,37.9,21.9, 0.00G,999.9,000000
725030,14732, 20140326,   33.4,24,   11.9,24, 1011.0,24, 1010.0,24,   9.8,24,  16.8,24,  28.0,  36.9,37.9,26.1, 0.00G,999.9,001000
725030,14732, 20140327,   30.1,24,    7.1,24, 1026.1,24, 1025.1,24,  10.0,24,  12.7,24,  22.9,  33.0,42.1,23, 0.00G,999.9,000000
725030,14732, 20140328,   44.9,24,   31.5,24, 1020.4,24, 1019.3,24,  10.0,24,   8.1,24,  14.0,  18.1,60.1,23, 0.00G,999.9,010000
725030,14732, 20140329,   48.3,24,   41.2,24, 1019.5,19, 1017.9,24,   7.7,24,   6.7,24,  15.0, 999.9,60.1,37.9, 0.03G,999.9,010000
725030,14732, 20140330,   44.1,24,   40.6,24, 1002.0,14, 1001.2,24,   3.8,24,  12.4,24,  22.0,  28.0,55,41, 1.97G,999.9,010010
725030,14732, 20140331,   42.1,24,   31.7,24, 1009.4,23, 1008.0,24,   8.9,24,  15.2,24,  20.0,  32.1,   53.1*,  35.6*, 0.29G,999.9,011000
725030,14732, 20140401,   45.9,24,   26.6,24, 1018.1,24, 1017.0,24,  10.0,24,   8.5,24,  15.0,  22.9,59,36, 0.02G,999.9,000000
725030,14732, 20140402,   45.6,24,   35.1,24, 1018.7,24, 1017.6,24,  10.0,24,   5.7,24,  11.1, 999.9,59,39, 0.00G,999.9,010000
725030,14732, 20140403,   50.7,24,   31.4,24, 1018.5,24, 1017.4,24,   9.7,24,   3.9,24,  11.1,  15.0,64,41, 0.00G,999.9,000000
725030,14732, 20140404,   44.7,24,   34.2,24, 1017.3,21, 1015.8,24,   8.3,24,   9.8,24,  17.1,  22.9,   51.1*,  39.2*, 0.09G,999.9,010000
725030,14732, 20140405,   45.3,24,   32.8,24, 1009.7,22, 1008.5,24,   8.3,24,  12.8,24,  25.1,  33.0,54,39, 0.17G,999.9,010000
725030,14732, 20140406,   44.9,24,   19.5,24, 1020.1,24, 1019.1,24,  10.0,24,   9.7,24,  19.0,  28.0,59,37, 0.00G,999.9,000000
725030,14732, 20140407,   46.1,24,   30.5,24, 1021.0,23, 1019.7,24,   8.6,24,   6.9,24,  17.1,  18.1,59,37, 0.00G,999.9,010000
725030,14732, 20140408,   51.0,24,   42.2,24,  999.9,14,  999.7,24,   4.7,24,  10.7,24,  21.0,  32.1,64.9,41, 0.99G,999.9,110000
725030,14732, 20140409,   51.4,24,   29.8,24, 1005.0,24, 1004.0,24,  10.0,24,  13.2,24,  26.0,  31.1,64.9,43, 0.01G,999.9,000000
725030,14732, 20140410,   49.8,24,   18.3,24, 1019.0,24, 1018.0,24,  10.0,24,  10.4,24,  21.0,  27.0,59,42.1, 0.00G,999.9,000000
725030,14732, 20140411,   59.2,24,   36.9,24, 1015.8,24, 1014.7,24,  10.0,24,   8.8,24,  19.0,  21.0,73.9,42.1, 0.00G,999.9,000000
725030,14732, 20140412,   58.8,24,   39.6,24, 1019.8,24, 1018.7,24,  10.0,24,   6.6,24,  17.1,  18.1,73.9,48.9, 0.00G,999.9,000000
725030,14732, 20140413,   59.8,24,   42.7,24, 1020.1,23, 1019.4,24,   9.4,24,   8.2,24,  15.9,  22.9,73.9,48.9, 0.00G,999.9,000000
725030,14732, 20140414,   61.7,24,   49.4,24, 1015.0,24, 1014.0,24,  10.0,24,  10.5,24,  21.0,  29.9,73.9,50, 0.00G,999.9,000000
725030,14732, 20140415,   56.9,24,   52.3,24, 1007.0,16, 1005.7,24,   8.0,24,  13.7,24,  25.1,  36.9,   61.0*,  44.6*, 0.10G,999.9,010000
725030,14732, 20140416,   38.9,24,   22.1,24, 1022.9,22, 1020.2,24,   8.6,24,  14.1,24,  21.0,  29.9,   46.9*,  32.0*, 0.82G,999.9,011000
725030,14732, 20140417,   41.1,24,   21.5,24, 1037.6,24, 1036.6,24,  10.0,24,  11.4,24,  17.1,  20.0,46.9,32, 0.05G,999.9,000000
725030,14732, 20140418,   39.9,24,   27.5,24, 1033.2,24, 1032.6,24,  10.0,24,   7.1,24,  11.1, 999.9,46.9,35.1, 0.00G,999.9,000000
725030,14732, 20140419,   50.6,24,   29.5,24, 1024.4,24, 1023.4,24,  10.0,24,   6.8,24,   9.9,  15.0,64.9,35.1, 0.00G,999.9,000000
725030,14732, 20140420,   51.6,24,   27.0,24, 1029.8,24, 1028.8,24,  10.0,24,   9.2,24,  15.9,  18.1,64.9,42.1, 0.00G,999.9,000000
725030,14732, 20140421,   49.9,24,   29.0,24, 1022.5,24, 1021.5,24,  10.0,24,   5.4,24,  13.0,  17.1,63,41, 0.00G,999.9,000000
725030,14732, 20140422,   56.4,24,   43.0,24, 1006.9,24, 1005.8,24,  10.0,24,   7.7,24,  14.0, 999.9,66,41, 0.00G,999.9,010000
725030,14732, 20140423,   55.6,24,   38.1,24, 1001.2,24, 1000.2,24,  10.0,24,  16.0,24,  28.9,  35.9,66,48, 0.00G,999.9,000000
725030,14732, 20140424,   49.4,24,   20.9,24, 1010.9,24, 1010.0,24,  10.0,24,  17.9,24,  22.9,  34.0,62.1,43, 0.00G,999.9,000000
725030,14732, 20140425,   52.3,24,   19.6,24, 1015.3,24, 1014.2,24,  10.0,24,   8.9,24,  18.1,  22.0,60.1,43, 0.00G,999.9,000000
725030,14732, 20140426,   52.0,24,   40.3,24, 1008.3,19, 1006.9,24,   8.7,24,   8.2,24,  14.0,  15.9,   64.0*,  44.6*, 0.70G,999.9,010000
725030,14732, 20140427,   51.3,24,   35.1,24, 1013.9,23, 1012.5,24,  10.0,24,  10.8,24,  18.1,  22.0,64,45, 0.06G,999.9,010000
725030,14732, 20140428,   53.7,24,   32.0,24, 1018.4,24, 1017.4,24,  10.0,24,   7.3,24,  12.0,  15.9,64,46, 0.00G,999.9,000000
725030,14732, 20140429,   49.9,24,   36.1,24, 1024.5,24, 1023.5,24,  10.0,24,  13.4,24,  21.0,  28.0,64,44.1, 0.00G,999.9,010000
725030,14732, 20140430,   44.5,24,   39.2,24, 1027.7,17, 1026.0,24,   5.7,24,  14.1,24,  22.9,  28.0,51.1,42.1, 0.55G,999.9,010000
725030,14732, 20140501,   59.3,24,   51.7,24, 1009.5,19, 1009.5,24,   4.8,24,   7.9,24,  14.0,  20.0,77,42.1, 4.88G,999.9,010000
725030,14732, 20140502,   62.8,24,   41.7,24, 1007.1,24, 1006.0,24,  10.0,24,   7.6,24,  15.0,  22.9,77,48.9, 0.01G,999.9,010000
725030,14732, 20140503,   61.7,24,   34.7,24, 1009.9,24, 1009.0,24,  10.0,24,   7.2,24,  17.1,  21.0,69.1,54, 0.00G,999.9,010000
725030,14732, 20140504,   58.7,24,   39.2,24, 1006.8,24, 1005.8,24,  10.0,24,  12.2,24,  20.0,  32.1,69.1,54, 0.03G,999.9,010000
725030,14732, 20140505,   57.5,24,   30.8,24, 1009.8,24, 1008.8,24,  10.0,24,  15.6,24,  22.0,  32.1,66.9,50, 0.00G,999.9,000000
725030,14732, 20140506,   59.2,24,   29.2,24, 1012.4,24, 1011.4,24,  10.0,24,   8.6,24,  17.1,  24.1,68,50, 0.00G,999.9,000000
725030,14732, 20140507,   59.0,24,   27.7,24, 1020.7,24, 1019.6,24,  10.0,24,   7.0,24,  14.0,  18.1,68,51.1, 0.00G,999.9,000000
725030,14732, 20140508,   55.6,24,   46.3,24, 1021.6,18, 1020.3,24,   5.7,24,   6.7,24,  12.0,  18.1,68,51.1, 0.32G,999.9,010000
725030,14732, 20140509,   54.9,24,   52.0,24, 1020.1,12, 1019.6,24,   4.0,24,   5.5,24,  11.1,  24.1,63,52, 0.09G,999.9,110010
725030,14732, 20140510,   65.4,24,   58.4,24, 1013.1,17, 1012.3,24,   4.9,24,   7.1,24,  18.1,  27.0,82,52, 0.02G,999.9,110010
725030,14732, 20140511,   69.3,24,   45.7,24, 1014.4,24, 1013.4,24,  10.0,24,   9.8,24,  17.1,  20.0,82,55, 0.93G,999.9,010000
725030,14732, 20140512,   73.2,24,   47.1,24, 1018.3,24, 1017.3,24,  10.0,24,   4.4,24,  14.0, 999.9,82,62.1, 0.02G,999.9,000000
725030,14732, 20140513,   65.8,24,   48.5,24, 1020.3,24, 1019.1,24,  10.0,24,   7.7,24,  15.9,  21.0,82,59, 0.00G,999.9,000000
725030,14732, 20140514,   56.5,24,   45.9,24, 1025.2,21, 1024.2,24,  10.0,24,   7.1,24,  11.1,  14.0,71.1,51.1, 0.00G,999.9,000000
725030,14732, 20140515,   60.7,24,   56.9,24, 1022.5,11, 1021.6,24,   4.8,24,   8.5,24,  15.9,  22.0,75,51.1, 0.14G,999.9,010000
725030,14732, 20140516,   67.2,24,   62.9,24, 1015.5,14, 1013.9,24,   9.6,24,  15.9,24,  22.9,  38.1,75,54, 0.03G,999.9,010000
725030,14732, 20140517,   62.2,24,   46.9,24, 1014.4,22, 1012.8,24,   8.9,24,   9.8,24,  22.0,  31.1,71.1,54, 1.58G,999.9,010000
725030,14732, 20140518,   60.4,24,   35.8,24, 1020.2,24, 1019.2,24,  10.0,24,   7.6,24,  12.0,  15.9,70,53.1, 0.00G,999.9,000000
725030,14732, 20140519,   60.4,24,   32.1,24, 1020.7,24, 1019.7,24,  10.0,24,  10.5,24,  17.1,  22.9,70,53.1, 0.00G,999.9,000000
725030,14732, 20140520,   65.5,24,   37.4,24, 1018.2,24, 1017.2,24,  10.0,24,   8.9,24,  14.0,  19.0,77,53.1, 0.00G,999.9,010000
725030,14732, 20140521,   69.7,24,   43.4,24, 1014.4,24, 1013.3,24,  10.0,24,   6.7,24,  14.0,  19.0,77,57, 0.00G,999.9,000000
725030,14732, 20140522,   62.9,24,   54.0,24, 1011.3,16, 1010.0,24,   6.6,24,   6.2,24,   9.9, 999.9,75,57.9, 0.27G,999.9,010010
725030,14732, 20140523,   60.3,24,   54.8,24, 1011.4,15, 1010.2,24,   5.9,24,   6.0,24,   9.9,  19.0,68,57, 0.01G,999.9,010010
725030,14732, 20140524,   60.2,24,   52.8,24, 1014.8,15, 1014.0,24,   9.1,24,   6.2,24,  17.1,  21.0,68,57, 1.09G,999.9,010010
725030,14732, 20140525,   65.5,24,   50.0,24, 1017.9,24, 1016.9,24,   9.9,24,   5.4,24,  11.1, 999.9,81,55.9, 0.02G,999.9,010000
725030,14732, 20140526,   75.2,24,   46.7,24, 1015.9,24, 1014.9,24,  10.0,24,   7.2,24,  15.9,  20.0,87.1,55.9, 0.00G,999.9,000000
725030,14732, 20140527,   79.5,24,   52.3,24, 1010.9,24, 1009.9,24,  10.0,24,   7.6,24,  17.1,  24.1,87.1,66, 0.00G,999.9,010000
725030,14732, 20140528,   61.3,24,   52.5,24, 1013.6,19, 1011.7,24,  10.0,24,  11.7,24,  17.1,  22.0,86,54, 0.00G,999.9,000000
725030,14732, 20140529,   55.6,24,   43.0,24, 1022.1,23, 1021.3,24,  10.0,24,   9.8,24,  15.9,  18.1,63,51.1, 0.00G,999.9,000000
725030,14732, 20140530,   63.2,24,   43.5,24, 1018.9,24, 1017.9,24,  10.0,24,   4.1,24,  13.0, 999.9,75.9,51.1, 0.00G,999.9,000000
725030,14732, 20140531,   64.0,24,   48.3,24, 1019.7,24, 1018.7,24,  10.0,24,  10.6,24,  19.0,  24.1,75.9,55.9, 0.03G,999.9,000000
725030,14732, 20140601,   65.1,24,   40.2,24, 1026.2,24, 1025.2,24,  10.0,24,   6.0,24,  12.0,  15.0,77,57, 0.01G,999.9,000000
725030,14732, 20140602,   69.7,24,   41.6,24, 1022.4,24, 1021.4,24,  10.0,24,   9.3,24,  14.0,  21.0,79,57, 0.00G,999.9,000000
725030,14732, 20140603,   75.7,24,   56.1,24, 1014.1,24, 1013.1,24,   9.9,24,   7.4,24,  17.1,  22.0,84.9,61, 0.00G,999.9,010010
725030,14732, 20140604,   69.5,24,   59.9,24, 1009.1,20, 1008.3,24,   9.2,24,   6.8,24,  11.1,  15.9,84.9,62.1, 0.06G,999.9,010000
725030,14732, 20140605,   67.0,24,   58.5,24, 1005.9,18, 1004.4,24,   7.8,24,   7.9,24,  15.0,  21.0,81,62.1, 0.40G,999.9,010000
725030,14732, 20140606,   67.8,24,   47.6,24, 1009.9,24, 1008.9,24,  10.0,24,  11.3,24,  14.0,  21.0,75.9,61, 0.30G,999.9,000000
725030,14732, 20140607,   71.5,24,   50.1,24, 1014.2,24, 1013.2,24,  10.0,24,   6.4,24,  13.0, 999.9,82,61, 0.00G,999.9,000000
725030,14732, 20140608,   76.4,24,   51.7,24, 1013.4,24, 1012.3,24,  10.0,24,   5.5,24,  14.0,  20.0,84.9,63, 0.00G,999.9,000000
725030,14732, 20140609,   68.0,24,   57.5,24, 1013.2,17, 1012.3,24,   6.8,24,   7.0,24,  11.1, 999.9,84.9,62.1, 0.45G,999.9,010000
725030,14732, 20140610,   66.9,24,   62.3,24, 1013.9,14, 1012.9,24,   6.7,24,   6.5,24,  11.1, 999.9,   75.2*,  63.0*, 0.79G,999.9,000000
725030,14732, 20140611,   65.6,24,   59.0,24, 1017.6,21, 1016.4,24,   9.7,24,   9.5,24,  17.1,  22.9,75,61, 0.04G,999.9,010000
725030,14732, 20140612,   63.6,24,   58.2,24, 1017.5,18, 1016.5,24,   7.0,24,   9.0,24,  12.0,  18.1,75.9,59, 0.01G,999.9,010000
